21.58;985.75;76.60;18.17;231.52;118
21.57;985.74;76.73;18.34;231.60;118
21.56;985.73;76.29;18.33;231.60;118
21.56;985.73;77.36;18.30;231.60;118
21.56;985.74;77.84;18.43;231.60;118
21.56;985.74;77.60;18.46;231.52;118
21.57;985.74;77.44;18.43;231.52;118
21.57;985.74;77.52;18.59;231.60;118
21.58;985.73;76.99;18.64;231.69;118
21.59;985.72;76.52;18.71;231.86;118
21.59;985.70;76.45;18.83;231.86;118
21.60;985.70;76.38;18.74;231.86;118
21.60;985.70;76.47;18.64;231.94;118
21.59;985.68;76.64;18.79;232.03;118
21.59;985.68;76.75;18.79;232.11;118
21.59;985.67;76.64;18.69;232.20;118
21.58;985.65;76.45;18.79;232.28;118
21.58;985.65;76.65;19.05;232.45;118
21.57;985.63;76.33;19.12;232.54;118
21.56;985.61;76.60;19.14;232.71;118
21.55;985.60;76.37;19.31;232.71;118
21.54;985.60;76.54;19.12;232.79;118
21.54;985.59;76.44;19.28;232.96;118
21.53;985.57;76.64;19.33;233.05;118
21.52;985.55;76.40;19.42;233.13;118
21.52;985.55;76.60;19.44;233.13;118
21.51;985.56;76.58;19.37;233.13;118
21.50;985.56;76.59;19.51;232.96;118
21.50;985.57;76.63;19.46;232.96;118
21.49;985.59;76.74;19.42;232.96;118
21.48;985.58;76.44;19.59;232.88;118
21.47;985.58;76.60;19.68;232.96;118
21.47;985.57;76.50;19.70;233.05;118
21.46;985.57;76.63;19.64;233.05;118
21.46;985.56;76.72;19.60;233.05;118
21.45;985.56;76.81;19.90;233.05;118
21.45;985.57;76.80;19.77;232.96;118
21.44;985.58;76.77;19.85;232.96;118
21.44;985.56;76.73;20.04;233.13;118
21.43;985.55;76.69;19.88;233.05;118
21.43;985.56;76.63;19.88;233.13;118
21.42;985.57;76.45;19.81;233.13;118
21.41;985.57;76.66;20.19;232.96;118
21.41;985.58;76.89;20.02;232.96;118
21.41;985.58;76.99;20.21;232.88;118
21.40;985.60;77.11;20.15;232.71;118
21.40;985.60;76.98;20.08;232.71;118
21.40;985.62;77.07;20.08;232.54;118
21.39;985.62;77.01;20.15;232.54;118
21.39;985.63;76.93;20.15;232.45;118
21.39;985.64;76.84;20.35;232.45;118
21.38;985.64;76.72;20.19;232.37;118
21.37;985.65;76.96;20.25;232.37;118
21.37;985.65;76.89;20.51;232.28;118
21.37;985.65;76.92;20.39;232.45;118
21.36;985.64;77.00;20.37;232.45;118
21.36;985.63;76.95;20.47;232.45;118
21.36;985.64;76.77;20.37;232.45;118
21.35;985.64;76.80;20.53;232.37;118
21.35;985.65;76.91;20.47;232.28;118
21.34;985.66;77.06;20.49;232.20;118
21.34;985.66;76.91;20.69;232.28;118
21.34;985.66;76.96;20.71;232.28;118
21.34;985.65;76.93;20.61;232.28;118
21.33;985.65;76.99;20.71;232.28;118
21.32;985.65;77.08;20.84;232.28;118
21.32;985.66;77.07;20.78;232.28;118
21.32;985.66;77.02;20.63;232.28;118
21.32;985.66;77.00;20.73;232.28;118
21.31;985.65;76.99;20.82;232.37;118
21.31;985.65;76.95;20.73;232.37;118
21.31;985.64;76.91;20.96;232.37;118
21.30;985.64;76.90;20.73;232.45;118
21.30;985.63;76.89;21.09;232.45;118
21.30;985.63;76.91;21.07;232.45;118
21.29;985.63;77.04;20.94;232.54;118
21.29;985.62;77.13;20.90;232.62;118
21.29;985.62;77.16;21.03;232.54;118
21.29;985.62;77.00;21.03;232.54;118
21.28;985.62;76.82;20.98;232.54;118
21.28;985.63;76.71;20.94;232.45;118
21.28;985.63;76.85;20.98;232.37;118
21.27;985.65;76.89;21.33;232.28;118
21.27;985.66;77.02;21.03;232.20;118
21.27;985.67;77.00;20.94;232.11;118
21.26;985.69;76.89;21.33;232.03;118
21.26;985.69;76.85;21.20;231.94;118
21.26;985.70;76.76;21.24;231.86;118
21.25;985.70;76.82;21.46;231.86;118
21.25;985.70;76.86;21.15;231.86;118
21.25;985.70;76.83;21.28;231.94;118
21.25;985.69;76.97;21.15;232.03;118
21.24;985.68;76.89;21.15;232.11;118
21.24;985.67;76.86;21.15;232.20;118
21.24;985.66;76.85;21.26;232.37;118
21.24;985.64;76.96;21.50;232.45;118
21.23;985.63;76.94;21.33;232.54;118
21.23;985.62;77.01;21.42;232.54;118
21.23;985.62;76.90;21.28;232.62;118
21.22;985.61;76.85;21.28;232.62;118
21.22;985.62;76.87;21.39;232.62;118
21.22;985.62;76.90;21.57;232.62;118
21.22;985.61;76.89;21.53;232.71;118
21.21;985.60;76.86;21.37;232.79;118
21.21;985.59;76.88;21.46;232.79;118
21.21;985.60;76.99;21.68;232.71;118
21.21;985.60;76.85;21.66;232.79;118
21.20;985.59;76.88;21.73;232.88;118
21.20;985.57;76.90;21.91;232.96;118
21.20;985.57;76.76;21.66;233.05;118
21.19;985.56;76.65;21.61;233.13;118
21.19;985.56;76.87;21.82;233.13;118
21.19;985.56;76.97;21.66;233.05;118
21.19;985.56;76.93;21.64;233.05;118
21.19;985.57;76.93;21.80;232.96;118
21.18;985.58;76.98;21.75;232.88;118
21.18;985.58;77.06;21.77;232.96;118
21.18;985.58;77.00;21.93;232.88;118
21.18;985.58;77.05;21.96;232.88;118
21.17;985.59;76.94;21.91;232.79;118
21.17;985.59;76.99;21.93;232.79;118
21.17;985.59;76.94;22.12;232.88;118
21.16;985.59;76.91;22.00;232.88;118
21.16;985.58;76.91;21.93;232.88;118
21.16;985.58;77.02;22.00;232.96;118
21.16;985.57;76.97;21.98;232.96;118
21.15;985.57;76.95;22.17;233.05;118
21.15;985.56;76.93;22.07;232.96;118
21.14;985.56;76.87;22.14;233.05;118
21.14;985.58;76.78;22.03;232.96;118
21.14;985.58;76.73;22.10;232.79;118
21.14;985.59;76.66;22.26;232.79;118
21.14;985.60;76.79;22.31;232.71;118
21.13;985.61;76.73;22.40;232.62;118
21.13;985.60;76.66;22.38;232.71;118
21.13;985.60;76.75;22.36;232.71;118
21.13;985.61;76.69;22.40;232.62;118
21.12;985.61;76.60;22.31;232.62;118
21.12;985.62;76.67;22.50;232.62;118
21.12;985.60;76.50;22.48;232.71;118
21.12;985.61;76.75;22.48;232.71;118
21.11;985.60;76.77;22.57;232.71;118
21.11;985.59;76.72;22.48;232.79;118
21.11;985.61;76.51;22.57;232.71;118
21.11;985.59;76.67;22.50;232.79;118
21.10;985.60;76.80;22.45;232.79;118
21.10;985.59;76.60;22.43;232.88;118
21.10;985.59;76.60;22.50;232.88;118
21.10;985.58;76.69;22.45;232.79;118
21.09;985.60;76.75;22.62;232.71;118
21.09;985.60;76.73;22.55;232.79;118
21.09;985.58;76.82;22.67;232.88;118
21.09;985.59;76.83;22.70;232.88;118
21.09;985.57;76.80;22.62;233.05;118
21.08;985.57;76.89;22.72;233.05;118
21.08;985.57;76.80;22.57;233.05;118
21.08;985.57;76.72;22.60;232.96;118
21.08;985.57;76.68;22.70;232.96;118
21.07;985.57;76.65;22.82;233.05;118
21.07;985.57;76.63;22.72;233.05;118
21.07;985.55;76.66;22.62;233.13;118
21.07;985.54;76.62;22.62;233.30;118
21.06;985.54;76.68;22.72;233.30;118
21.06;985.54;76.62;22.67;233.30;118
21.06;985.54;76.62;22.90;233.30;118
21.06;985.54;76.65;22.90;233.13;118
21.06;985.56;76.71;23.07;233.13;118
21.05;985.57;76.72;23.00;232.96;118
21.05;985.58;76.62;23.05;232.96;118
21.05;985.58;76.68;22.97;232.88;118
21.05;985.59;76.67;23.00;232.79;118
21.04;985.59;76.78;22.87;232.79;118
21.04;985.59;76.67;22.92;232.79;118
21.04;985.59;76.63;22.90;232.79;118
21.04;985.59;76.63;22.85;232.96;118
21.03;985.58;76.57;22.90;232.96;118
21.03;985.59;76.63;23.02;232.88;118
21.03;985.59;76.63;22.97;232.88;118
21.02;985.59;76.62;23.18;232.88;118
21.02;985.60;76.72;23.12;232.71;118
21.02;985.60;76.64;23.05;232.88;118
21.02;985.59;76.53;23.07;232.88;118
21.02;985.59;76.49;23.18;232.79;118
21.01;985.59;76.51;23.31;232.88;118
21.01;985.58;76.63;23.38;232.96;118
21.01;985.58;76.70;23.41;232.96;118
21.01;985.57;76.69;23.38;232.96;118
21.00;985.57;76.61;23.31;232.96;118
21.00;985.58;76.53;23.54;232.96;118
21.00;985.57;76.61;23.44;233.05;118
21.00;985.57;76.57;23.46;233.13;118
20.99;985.55;76.53;23.44;233.13;118
20.99;985.56;76.47;23.62;233.13;118
20.99;985.56;76.51;23.75;233.05;118
20.99;985.57;76.49;23.81;233.05;118
20.98;985.58;76.49;23.83;232.88;118
20.98;985.59;76.49;23.92;232.79;118
20.98;985.60;76.50;23.92;232.71;118
20.98;985.61;76.49;23.78;232.71;118
20.98;985.60;76.48;23.90;232.79;118
20.97;985.59;76.46;23.97;232.88;118
20.97;985.58;76.58;23.97;233.05;118
20.97;985.56;76.40;23.97;233.05;118
20.97;985.56;76.52;23.92;233.13;118
20.96;985.55;76.42;24.05;233.13;118
20.96;985.56;76.43;24.11;233.13;118
20.96;985.55;76.35;24.15;233.13;118
20.96;985.56;76.42;24.19;233.22;118
20.95;985.54;76.42;24.01;233.22;118
20.95;985.53;76.44;24.18;233.39;118
20.95;985.52;76.36;24.12;233.56;118
20.94;985.50;76.45;24.24;233.64;118
20.94;985.49;76.49;24.29;233.73;118
20.94;985.48;76.49;24.17;233.73;118
20.94;985.48;76.54;24.29;233.90;118
20.94;985.46;76.50;24.22;234.07;118
20.94;985.43;76.47;24.38;234.24;118
20.93;985.42;76.41;24.33;234.32;118
20.93;985.41;76.33;24.39;234.41;118
20.93;985.41;76.44;24.51;234.41;118
20.93;985.39;76.51;24.39;234.58;118
20.92;985.38;76.44;24.43;234.58;118
20.92;985.38;76.37;24.59;234.75;118
20.92;985.36;76.32;24.41;234.84;118
20.91;985.35;76.42;24.56;234.92;118
20.91;985.35;76.47;24.59;234.92;118
20.91;985.35;76.49;24.45;234.84;118
20.91;985.35;76.52;24.67;234.84;118
20.91;985.36;76.38;24.54;234.84;118
20.90;985.36;76.29;24.64;234.84;118
20.90;985.36;76.35;24.71;234.84;118
20.90;985.36;76.32;24.81;234.75;118
20.89;985.37;76.32;24.81;234.75;118
20.89;985.38;76.41;24.84;234.67;118
20.89;985.38;76.41;24.86;234.67;118
20.89;985.38;76.41;24.89;234.58;118
20.89;985.39;76.46;24.92;234.58;118
20.89;985.39;76.37;24.93;234.58;118
20.88;985.39;76.29;25.01;234.58;118
20.88;985.39;76.45;25.01;234.67;118
20.88;985.38;76.50;24.98;234.67;118
20.88;985.37;76.47;24.87;234.75;118
20.88;985.36;76.49;24.98;234.84;118
20.87;985.35;76.45;24.96;234.92;118
20.87;985.34;76.36;25.14;235.01;118
20.87;985.34;76.44;25.05;235.01;118
20.87;985.34;76.40;24.95;235.01;118
20.87;985.35;76.47;24.89;234.92;118
20.86;985.35;76.33;25.08;234.92;118
20.86;985.35;76.29;25.04;234.92;118
20.86;985.35;76.41;25.08;234.84;118
20.86;985.36;76.24;25.25;234.75;118
20.85;985.36;76.26;25.26;234.75;118
20.85;985.37;76.23;25.31;234.67;118
20.85;985.37;76.24;25.34;234.67;118
20.85;985.37;76.37;25.22;234.75;118
20.84;985.37;76.36;25.37;234.84;118
20.84;985.35;76.39;25.39;235.01;118
20.84;985.33;76.42;25.42;235.09;118
20.84;985.33;76.29;25.56;235.18;118
20.83;985.32;76.22;25.42;235.26;118
20.83;985.29;76.00;25.56;235.43;118
20.83;985.28;76.23;25.63;235.60;118
20.83;985.27;76.17;25.65;235.60;118
20.82;985.26;76.20;25.63;235.60;118
20.82;985.27;76.20;25.67;235.52;118
20.82;985.28;76.08;25.67;235.60;118
20.82;985.27;76.18;25.70;235.60;118
20.82;985.26;76.29;25.52;235.69;118
20.81;985.26;76.30;25.73;235.60;118
20.81;985.27;76.23;25.65;235.52;118
20.81;985.29;76.30;25.86;235.35;118
20.81;985.30;76.25;25.87;235.26;118
20.80;985.31;76.16;25.89;235.26;118
20.80;985.31;76.23;25.86;235.18;118
20.80;985.33;76.18;25.87;235.09;118
20.80;985.33;76.42;25.89;235.09;118
20.80;985.33;76.39;25.79;235.01;118
20.79;985.35;76.40;25.91;234.92;118
20.79;985.35;76.43;25.87;234.92;118
20.79;985.34;76.23;25.95;234.92;118
20.79;985.36;76.31;25.94;234.75;118
20.78;985.37;76.35;26.03;234.75;118
20.78;985.38;76.27;26.07;234.67;118
20.78;985.37;76.18;26.07;234.67;118
20.78;985.38;76.18;26.13;234.67;118
20.78;985.39;76.20;26.02;234.58;118
20.78;985.39;76.05;26.20;234.58;118
20.77;985.40;76.14;26.26;234.58;118
20.77;985.40;76.05;26.26;234.49;118
20.77;985.41;76.16;26.21;234.41;118
20.77;985.40;76.21;26.30;234.49;118
20.76;985.40;76.24;26.26;234.49;118
20.76;985.40;76.14;26.33;234.49;118
20.76;985.40;76.16;26.36;234.49;118
20.76;985.39;76.26;26.36;234.58;118
20.76;985.38;76.19;26.26;234.75;118
20.75;985.37;76.24;26.35;234.75;118
20.75;985.37;76.13;26.40;234.75;118
20.75;985.36;76.01;26.51;234.84;118
20.75;985.36;75.98;26.51;234.84;118
20.75;985.37;76.11;26.43;234.75;118
20.74;985.37;76.05;26.53;234.75;118
20.74;985.37;76.18;26.50;234.58;118
20.74;985.39;76.13;26.46;234.58;118
20.74;985.39;76.13;26.48;234.58;118
20.74;985.38;76.15;26.41;234.67;118
20.73;985.36;76.24;26.58;234.75;118
20.73;985.36;76.12;26.67;234.84;118
20.73;985.36;76.15;26.56;234.92;118
20.73;985.35;76.21;26.56;234.92;118
20.72;985.35;76.04;26.62;234.92;118
20.72;985.34;76.08;26.60;234.92;118
20.72;985.35;76.18;26.63;234.92;118
20.72;985.36;76.14;26.75;234.84;118
20.72;985.36;76.17;26.73;234.84;118
20.71;985.36;76.16;26.77;234.84;118
20.71;985.36;76.20;26.82;234.84;118
20.71;985.36;76.24;26.91;234.84;118
20.71;985.35;76.27;26.80;234.84;118
20.71;985.34;76.32;26.96;235.01;118
20.71;985.32;76.36;27.01;235.18;118
20.70;985.31;76.41;26.87;235.26;118
20.70;985.29;76.38;26.92;235.43;118
20.70;985.28;76.35;26.98;235.60;118
20.70;985.27;76.26;27.03;235.69;118
20.69;985.25;76.29;27.08;235.77;118
20.69;985.24;76.28;26.99;235.94;118
20.69;985.22;76.31;27.06;235.94;118
20.69;985.21;76.21;26.85;236.11;118
20.69;985.21;76.21;27.08;236.20;118
20.68;985.19;76.09;27.22;236.29;118
20.68;985.19;76.20;27.26;236.29;118
20.68;985.16;76.14;27.29;236.45;118
20.68;985.16;75.87;27.33;236.54;118
20.68;985.15;75.95;27.36;236.71;118
20.68;985.14;76.05;27.36;236.71;118
20.67;985.13;76.21;27.42;236.71;118
20.67;985.13;76.27;27.38;236.71;118
20.68;985.13;76.01;27.47;236.71;118
20.68;985.14;76.32;27.44;236.80;118
20.70;985.14;76.46;27.45;236.71;118
20.70;985.15;76.07;27.47;236.54;118
20.71;985.17;76.15;27.47;236.37;118
20.72;985.18;75.91;27.55;236.29;117
20.73;985.19;75.84;27.62;236.29;118
20.73;985.19;75.86;27.64;236.29;118
20.73;985.18;75.75;27.60;236.37;118
20.73;985.18;75.82;27.62;236.37;118
20.73;985.18;75.70;27.71;236.37;118
20.72;985.18;75.76;27.58;236.37;118
20.73;985.18;75.81;27.67;236.37;118
20.72;985.18;75.72;27.69;236.37;118
20.72;985.17;75.90;27.77;236.37;118
20.72;985.17;75.84;27.84;236.45;118
20.72;985.17;76.00;27.82;236.37;118
20.71;985.17;75.76;27.84;236.45;118
20.71;985.17;75.82;27.86;236.37;118
20.70;985.18;75.68;27.91;236.37;118
20.70;985.17;75.75;27.93;236.45;118
20.70;985.16;75.73;28.05;236.54;118
20.69;985.16;75.59;28.01;236.62;117
20.69;985.15;75.71;28.12;236.62;118
20.69;985.15;75.58;28.14;236.62;117
20.68;985.14;75.79;28.22;236.71;118
20.68;985.14;75.58;28.03;236.62;118
20.67;985.15;75.55;28.14;236.62;118
20.67;985.17;75.55;28.27;236.37;118
20.67;985.18;75.68;28.25;236.29;117
20.61;985.19;77.53;28.27;236.20;118
20.55;985.21;82.47;27.77;236.11;118
20.51;985.22;82.03;27.55;235.94;118
20.47;985.23;79.76;28.01;235.94;118
20.45;985.22;78.17;28.41;236.03;118
20.44;985.22;77.91;28.52;236.11;117
20.44;985.22;78.88;28.72;236.03;118
20.44;985.22;78.57;28.88;235.94;117
20.44;985.23;78.20;28.86;235.86;118
20.45;985.24;78.24;28.86;235.77;118
20.45;985.25;78.61;28.70;235.77;117
20.46;985.25;78.58;28.64;235.77;118
20.46;985.26;78.80;28.70;235.69;118
20.47;985.27;78.54;28.82;235.69;117
20.48;985.27;78.99;28.56;235.52;117
20.48;985.28;78.55;28.60;235.43;117
20.49;985.29;78.89;28.45;235.43;118
20.49;985.29;78.87;28.45;235.43;118
20.49;985.30;78.73;28.54;235.26;117
20.50;985.32;78.98;28.25;235.26;117
20.50;985.31;78.73;28.39;235.35;118
20.51;985.30;78.99;28.29;235.35;117
20.51;985.29;78.82;28.33;235.35;117
20.51;985.29;79.19;28.25;235.43;117
20.51;985.30;78.68;28.35;235.43;117
20.52;985.30;78.78;28.33;235.43;118
20.52;985.30;78.65;28.25;235.35;117
20.52;985.31;78.71;28.27;235.18;118
20.53;985.33;78.64;28.05;235.09;118
20.53;985.32;78.96;28.20;235.18;117
20.53;985.33;78.87;28.31;235.09;117
20.53;985.33;78.44;28.23;235.09;118
20.53;985.33;78.67;28.35;235.09;117
20.53;985.32;78.52;28.22;235.09;118
20.53;985.31;78.58;28.29;235.26;118
20.54;985.30;78.70;28.33;235.35;117
20.54;985.30;78.47;28.31;235.35;117
20.54;985.30;78.76;28.37;235.35;118
20.54;985.30;78.43;28.33;235.35;117
20.55;985.29;78.63;28.29;235.35;117
20.55;985.30;78.70;28.37;235.35;117
20.55;985.29;78.30;28.43;235.35;117
20.56;985.30;78.83;28.43;235.35;117
20.56;985.30;78.61;28.31;235.35;117
20.56;985.31;78.82;28.29;235.26;117
20.57;985.31;77.98;28.39;235.26;117
20.57;985.32;78.37;28.49;235.18;117
20.57;985.32;78.27;28.49;235.18;117
20.57;985.33;78.44;28.37;235.18;117
20.58;985.34;78.89;28.29;235.01;118
20.59;985.34;78.47;28.39;234.84;117
20.59;985.35;78.42;28.33;234.84;117
20.61;985.35;78.39;28.39;234.92;117
20.62;985.35;78.37;28.45;234.92;117
20.63;985.35;78.21;28.29;234.92;118
20.65;985.35;78.08;28.25;234.92;117
20.67;985.36;78.29;28.18;234.75;117
20.70;985.37;78.24;28.12;234.84;118
20.72;985.36;78.01;28.20;234.75;118
20.75;985.37;77.87;28.12;234.84;117
20.79;985.36;77.86;28.10;234.75;117
20.84;985.37;77.44;27.88;234.67;117
20.93;985.37;76.50;28.06;234.67;117
21.05;985.37;75.46;28.31;234.84;117
21.18;985.36;73.84;28.03;234.75;117
21.31;985.36;72.36;28.03;234.84;117
21.45;985.35;71.56;27.84;234.92;117
21.58;985.36;70.41;28.03;234.84;117
21.70;985.37;69.43;28.22;234.75;117
21.82;985.36;68.52;28.10;234.75;117
21.93;985.36;68.34;27.95;234.84;117
22.03;985.35;68.02;27.80;234.84;117
22.13;985.35;67.97;27.62;235.01;117
22.23;985.35;67.77;27.51;235.01;117
22.31;985.34;66.91;27.40;234.92;117
22.39;985.35;66.83;27.26;234.92;117
22.46;985.34;67.48;27.03;235.01;117
22.53;985.34;67.74;26.91;234.92;117
22.60;985.35;68.08;26.67;234.84;117
22.66;985.35;67.57;26.65;234.84;117
22.71;985.36;67.29;26.70;234.84;117
22.77;985.36;67.36;26.60;234.75;117
22.81;985.36;67.00;26.60;234.92;117
22.86;985.33;66.04;26.70;235.01;117
22.91;985.34;66.23;26.45;235.01;117
22.96;985.34;65.76;26.43;235.01;117
23.01;985.33;65.51;26.50;235.01;117
23.06;985.33;65.54;26.55;235.09;117
23.11;985.33;65.27;26.51;235.01;117
23.16;985.33;65.31;26.35;235.01;117
23.20;985.33;65.10;26.45;235.09;117
23.25;985.32;64.47;26.58;235.09;117
23.29;985.32;63.95;26.53;235.09;117
23.33;985.32;63.78;26.48;235.18;117
23.37;985.31;63.91;26.38;235.18;117
23.40;985.30;64.15;26.38;235.26;117
23.43;985.30;64.67;26.26;235.35;117
23.46;985.30;64.87;25.99;235.26;117
23.49;985.30;64.79;25.91;235.26;117
23.53;985.31;64.96;25.78;235.18;117
23.56;985.32;65.04;25.76;235.18;117
23.59;985.32;65.07;25.70;235.09;117
23.62;985.32;64.74;25.56;235.09;117
23.66;985.32;64.70;25.49;235.09;117
23.69;985.34;64.95;25.46;235.09;117
